nct_id,classification,status
NCT00567580,1,from_previous_run
NCT04736628,1,from_previous_run
NCT02099864,0,from_previous_run
NCT00141726,1,from_previous_run
NCT00022490,1,from_previous_run
NCT00907153,1,from_previous_run
NCT01593696,1,from_previous_run
NCT02988401,1,from_previous_run
NCT05149287,-1,from_previous_run
NCT03445533,0,from_previous_run
NCT02576899,1,from_previous_run
NCT05818956,1,from_previous_run
NCT00958841,0,from_previous_run
NCT03637491,1,from_previous_run
NCT05047952,1,from_previous_run
NCT02874144,1,from_previous_run
NCT00444028,1,from_previous_run
NCT05431543,1,from_previous_run
NCT03486457,1,from_previous_run
NCT04079452,1,from_previous_run
NCT03430063,-1,from_previous_run
NCT03311555,1,from_previous_run
NCT01562379,1,from_previous_run
NCT03906448,1,from_previous_run
NCT01972152,1,from_previous_run
NCT01765764,1,from_previous_run
NCT01641159,1,from_previous_run
NCT00107900,0,from_previous_run
NCT01712659,1,from_previous_run
NCT01325714,0,from_previous_run
NCT01148810,0,from_previous_run
NCT01312467,1,from_previous_run
NCT01911169,1,from_previous_run
NCT01997411,1,from_previous_run
NCT03198000,0,from_previous_run
NCT00539695,1,from_previous_run
NCT00194779,1,from_previous_run
NCT01785160,0,from_previous_run
NCT04079517,1,from_previous_run
NCT03617861,0,from_previous_run
NCT00415532,1,from_previous_run
NCT01574612,1,from_previous_run
NCT03857230,0,from_previous_run
NCT01959347,1,from_previous_run
NCT03781778,-1,from_previous_run
NCT03748641,1,from_previous_run
NCT04441255,1,from_previous_run
NCT00924326,1,from_previous_run
NCT04178967,1,from_previous_run
NCT03405792,1,from_previous_run
NCT00110396,1,from_previous_run
NCT00937859,1,from_previous_run
NCT00744991,1,from_previous_run
NCT02194088,1,from_previous_run
NCT03799718,1,from_previous_run
NCT04575038,1,from_previous_run
NCT00747344,1,from_previous_run
NCT03336333,1,from_previous_run
NCT02473445,0,from_previous_run
NCT04672252,1,from_previous_run
NCT00661544,1,from_previous_run
NCT01635218,1,from_previous_run
NCT02988817,-1,from_previous_run
NCT03200860,0,from_previous_run
NCT00054353,1,from_previous_run
NCT01556763,1,from_previous_run
NCT02593123,1,from_previous_run
NCT00791921,1,from_previous_run
NCT01678664,1,from_previous_run
NCT02162758,0,from_previous_run
NCT02869633,1,from_previous_run
NCT00833781,1,from_previous_run
NCT04420195,1,from_previous_run
NCT04410523,0,from_previous_run
NCT00432991,1,from_previous_run
NCT04710576,1,from_previous_run
NCT00864123,1,from_previous_run
NCT00884377,1,from_previous_run
NCT04050553,0,from_previous_run
NCT00728130,1,from_previous_run
NCT03759379,1,from_previous_run
NCT04940624,0,from_previous_run
NCT02762981,1,from_previous_run
NCT03472586,1,from_previous_run
NCT00977197,1,from_previous_run
NCT00811473,1,from_previous_run
NCT01208922,1,from_previous_run
NCT00975000,1,from_previous_run
NCT00128193,-1,from_previous_run
NCT02481505,1,from_previous_run
NCT03178487,1,from_previous_run
NCT01299766,1,from_previous_run
NCT00576407,1,from_previous_run
NCT00412074,1,from_previous_run
NCT04596293,0,from_previous_run
NCT02219490,0,from_previous_run
NCT00814671,1,from_previous_run
NCT00645762,1,from_previous_run
NCT01611194,1,from_previous_run
NCT00553319,1,from_previous_run
NCT03877055,1,from_previous_run
NCT03774407,1,from_previous_run
NCT04052997,1,from_previous_run
NCT02387710,0,from_previous_run
NCT01000376,1,from_previous_run
NCT02663908,0,from_previous_run
NCT04523571,1,from_previous_run
NCT04508621,0,from_previous_run
NCT04270682,1,from_previous_run
NCT00880334,0,from_previous_run
NCT03320434,1,from_previous_run
NCT02972034,-1,from_previous_run
NCT00943098,0,from_previous_run
NCT03633344,1,from_previous_run
NCT02006147,1,from_previous_run
NCT04106817,1,from_previous_run
NCT03304184,0,from_previous_run
NCT02729896,1,from_previous_run
NCT02283827,1,from_previous_run
NCT00976339,1,from_previous_run
NCT02328040,1,from_previous_run
NCT02473783,1,from_previous_run
NCT00069641,1,from_previous_run
NCT01218867,1,from_previous_run
NCT00834678,1,from_previous_run
NCT04056468,1,from_previous_run
NCT04502693,0,from_previous_run
NCT00581529,0,from_previous_run
NCT01467999,1,from_previous_run
NCT00669318,1,from_previous_run
NCT01968226,1,from_previous_run
NCT01098305,1,from_previous_run
NCT03931941,1,from_previous_run
NCT00846547,1,from_previous_run
NCT00957034,0,from_previous_run
NCT03503318,1,from_previous_run
NCT00023452,1,from_previous_run
NCT03990649,1,from_previous_run
NCT03710603,1,from_previous_run
NCT01805024,1,from_previous_run
NCT04884308,1,from_previous_run
NCT00741156,0,from_previous_run
NCT01792830,1,from_previous_run
NCT01209325,0,from_previous_run
NCT00143598,0,from_previous_run
NCT02917421,1,from_previous_run
NCT00830791,0,from_previous_run
NCT00106184,0,from_previous_run
NCT01323855,1,from_previous_run
NCT00824382,1,from_previous_run
NCT05262751,1,from_previous_run
NCT00945009,1,from_previous_run
NCT05096221,0,from_previous_run
NCT02151604,1,from_previous_run
NCT02481440,1,from_previous_run
NCT02400307,0,from_previous_run
NCT01823679,1,from_previous_run
NCT00871858,1,from_previous_run
NCT01594515,1,from_previous_run
NCT01733407,1,from_previous_run
NCT02663271,0,from_previous_run
NCT04331795,1,from_previous_run
NCT01824446,1,from_previous_run
NCT04470908,1,from_previous_run
NCT04543409,0,from_previous_run
NCT03784079,1,from_previous_run
NCT05062759,1,from_previous_run
NCT04104646,1,from_previous_run
NCT00368290,1,from_previous_run
NCT05409183,1,from_previous_run
NCT00975780,1,from_previous_run
NCT04024891,0,from_previous_run
NCT03439254,0,from_previous_run
NCT00923949,1,from_previous_run
NCT03596723,1,from_previous_run
NCT00483119,1,from_previous_run
NCT00948857,1,from_previous_run
NCT00332579,1,from_previous_run
NCT04198363,0,from_previous_run
NCT02268253,1,from_previous_run
NCT00024102,1,from_previous_run
NCT01145222,1,from_previous_run
NCT04356352,0,from_previous_run
NCT04043806,1,from_previous_run
NCT00976456,0,from_previous_run
NCT04286282,1,from_previous_run
NCT01688830,1,from_previous_run
NCT00795132,1,from_previous_run
NCT02509481,1,from_previous_run
NCT00605306,1,from_previous_run
NCT01202656,0,from_previous_run
NCT03486912,0,from_previous_run
NCT03794583,1,from_previous_run
NCT03816696,1,from_previous_run
NCT03720470,1,from_previous_run
NCT01756157,0,from_previous_run
NCT00803634,1,from_previous_run
NCT04692155,1,from_previous_run
NCT00799812,1,from_previous_run
NCT03745989,1,from_previous_run
NCT02758613,1,from_previous_run
NCT00426751,1,from_previous_run
NCT04526509,1,from_previous_run
NCT03703310,1,from_previous_run
NCT00689273,0,from_previous_run
NCT04145219,1,from_previous_run
NCT02682264,1,from_previous_run
NCT02243046,0,from_previous_run
NCT03001453,1,from_previous_run
NCT00999518,1,from_previous_run
NCT01138657,1,from_previous_run
NCT02493257,1,from_previous_run
NCT03662074,1,from_previous_run
NCT03629925,1,from_previous_run
NCT03506360,1,from_previous_run
NCT03627468,1,from_previous_run
NCT03252756,1,from_previous_run
NCT00669162,1,from_previous_run
NCT01396837,1,from_previous_run
NCT03801915,1,from_previous_run
NCT04123470,1,from_previous_run
NCT01950520,1,from_previous_run
NCT01542736,1,from_previous_run
NCT00985491,1,from_previous_run
NCT02290821,1,from_previous_run
NCT04309656,0,from_previous_run
NCT01022138,1,from_previous_run
NCT00509665,1,from_previous_run
NCT02868034,1,from_previous_run
NCT01902303,1,from_previous_run
NCT02576860,0,from_previous_run
NCT01808196,1,from_previous_run
NCT03077685,1,from_previous_run
NCT03353675,1,from_previous_run
NCT00317772,1,from_previous_run
NCT04248868,1,from_previous_run
NCT02901275,0,from_previous_run
NCT00823797,1,from_previous_run
NCT02920528,1,from_previous_run
NCT02743819,1,from_previous_run
NCT02562989,1,from_previous_run
NCT00781937,0,from_previous_run
NCT00515216,1,from_previous_run
NCT01076335,1,from_previous_run
NCT01001208,1,from_previous_run
NCT03459443,0,from_previous_run
NCT00179309,0,from_previous_run
NCT04964414,0,from_previous_run
NCT00579137,1,from_previous_run
NCT02702115,1,from_previous_run
NCT03170388,1,from_previous_run
NCT04927975,0,from_previous_run
NCT02174419,1,from_previous_run
NCT03388008,1,from_previous_run
NCT04578535,1,from_previous_run
NCT00602355,1,from_previous_run
NCT00798096,1,from_previous_run
NCT01953926,0,from_previous_run
NCT04498403,0,from_previous_run
NCT01091974,1,from_previous_run
NCT00675792,1,from_previous_run
NCT01988571,0,from_previous_run
NCT00114140,1,from_previous_run
NCT03921541,1,from_previous_run
NCT03709121,1,from_previous_run
NCT01782963,1,from_previous_run
NCT00014222,1,from_previous_run
NCT00943124,0,from_previous_run
NCT01738477,1,from_previous_run
NCT01001988,1,from_previous_run
NCT00947167,1,from_previous_run
NCT03439891,1,from_previous_run
NCT05225389,1,from_previous_run
NCT02489123,1,from_previous_run
NCT03426267,1,from_previous_run
NCT00587054,1,from_previous_run
NCT00394771,1,from_previous_run
NCT00989261,1,from_previous_run
NCT00052442,1,from_previous_run
NCT02803203,1,from_previous_run
NCT01585168,0,from_previous_run
NCT00262639,1,from_previous_run
NCT04048876,-1,from_previous_run
NCT00422084,0,from_previous_run
NCT04480463,1,from_previous_run
NCT03775200,0,from_previous_run
NCT01188564,1,from_previous_run
NCT03524092,1,from_previous_run
NCT05579730,1,from_previous_run
NCT05869383,1,from_previous_run
NCT03537651,1,from_previous_run
NCT04688671,0,from_previous_run
NCT03675477,1,from_previous_run
NCT01427738,0,from_previous_run
NCT01919723,1,from_previous_run
NCT04072822,1,from_previous_run
NCT01055639,0,from_previous_run
NCT00773461,1,from_previous_run
NCT03887702,1,from_previous_run
NCT00055692,1,from_previous_run
NCT04837482,1,from_previous_run
NCT03238235,0,from_previous_run
NCT01188421,0,from_previous_run
NCT00325195,1,from_previous_run
NCT01165047,1,from_previous_run
NCT01546519,1,from_previous_run
NCT03920215,1,from_previous_run
NCT04599465,1,from_previous_run
NCT01336712,1,from_previous_run
NCT03624478,1,from_previous_run
NCT02246478,1,from_previous_run
NCT01597440,0,from_previous_run
NCT01568918,0,from_previous_run
NCT04635059,1,from_previous_run
NCT02948426,1,from_previous_run
NCT01323140,1,from_previous_run
NCT04348435,1,from_previous_run
NCT00107783,1,from_previous_run
NCT03518112,1,from_previous_run
NCT00918463,1,from_previous_run
NCT03330834,0,from_previous_run
NCT02954055,1,from_previous_run
NCT04408040,1,from_previous_run
NCT03757234,1,from_previous_run
NCT02350764,1,from_previous_run
NCT02255604,1,from_previous_run
NCT00033917,1,from_previous_run
NCT03830177,1,from_previous_run
NCT03158532,1,from_previous_run
NCT02331277,1,from_previous_run
NCT03328507,1,from_previous_run
NCT02530996,1,from_previous_run
NCT04583592,0,from_previous_run
NCT03085680,1,from_previous_run
NCT03796013,1,from_previous_run
NCT00092131,1,from_previous_run
NCT01145625,0,from_previous_run
NCT04716725,1,from_previous_run
NCT00770133,1,from_previous_run
NCT02704429,1,from_previous_run
NCT03096782,1,from_previous_run
NCT04098406,0,from_previous_run
NCT05776875,0,from_previous_run
NCT02774681,1,from_previous_run
NCT03945591,1,from_previous_run
NCT00567892,0,from_previous_run
NCT00822094,1,from_previous_run
NCT01086423,1,from_previous_run
NCT04677504,1,from_previous_run
NCT01038427,1,from_previous_run
NCT00281580,1,from_previous_run
NCT01898078,0,from_previous_run
NCT01780636,1,from_previous_run
NCT04512001,0,from_previous_run
NCT02352974,1,from_previous_run
NCT01774071,1,from_previous_run
NCT04493424,1,from_previous_run
NCT03885011,0,from_previous_run
NCT04515394,1,from_previous_run
NCT00991939,0,from_previous_run
NCT02169440,1,from_previous_run
NCT01959243,1,from_previous_run
NCT01044706,1,from_previous_run
NCT00866333,1,from_previous_run
NCT06072404,1,from_previous_run
NCT00911183,1,from_previous_run
NCT04767373,0,from_previous_run
NCT00960869,1,from_previous_run
NCT02370043,1,from_previous_run
NCT02910063,1,from_previous_run
NCT00771667,0,from_previous_run
NCT04249687,1,from_previous_run
NCT05257798,1,from_previous_run
NCT00824005,0,from_previous_run
NCT01344616,1,from_previous_run
NCT01832480,1,from_previous_run
NCT00835614,1,from_previous_run
NCT00752557,1,from_previous_run
NCT01185028,1,from_previous_run
NCT03885154,1,from_previous_run
NCT00845845,0,from_previous_run
NCT00107042,0,from_previous_run
NCT03387579,0,from_previous_run
NCT04258995,1,from_previous_run
NCT04030169,1,from_previous_run
NCT01595646,1,from_previous_run
NCT04152837,1,from_previous_run
NCT00764465,1,from_previous_run
NCT00841555,1,from_previous_run
NCT00915590,1,from_previous_run
NCT00815308,1,from_previous_run
NCT02143414,1,from_previous_run
NCT01582880,1,from_previous_run
NCT01486758,0,from_previous_run
NCT01129011,1,from_previous_run
NCT02015546,1,from_previous_run
NCT03555305,0,from_previous_run
NCT01200329,1,from_previous_run
NCT01059071,1,from_previous_run
NCT01730339,0,from_previous_run
NCT01415921,1,from_previous_run
NCT02304302,0,from_previous_run
NCT02125292,1,from_previous_run
NCT04208958,1,from_previous_run
NCT06424236,0,from_previous_run
NCT02514122,1,from_previous_run
NCT01080261,1,from_previous_run
NCT02014584,0,from_previous_run
NCT00911300,0,from_previous_run
NCT04186845,1,from_previous_run
NCT03225846,0,from_previous_run
NCT00835497,0,from_previous_run
NCT03689712,1,from_previous_run
NCT02084082,0,from_previous_run
NCT01458327,1,from_previous_run
NCT02632045,1,from_previous_run
NCT03634839,0,from_previous_run
NCT00658541,1,from_previous_run
NCT03095638,0,from_previous_run
NCT00005937,1,from_previous_run
NCT02654769,1,from_previous_run
NCT03077451,1,from_previous_run
NCT03737474,1,from_previous_run
NCT00374088,1,from_previous_run
NCT02732327,1,from_previous_run
NCT03605667,0,from_previous_run
NCT00902486,0,from_previous_run
NCT01265550,1,from_previous_run
NCT00379340,1,from_previous_run
NCT01299727,1,from_previous_run
NCT02136797,1,from_previous_run
NCT04614246,1,from_previous_run
NCT04475198,-1,from_previous_run
NCT00153166,1,from_previous_run
NCT00996593,0,from_previous_run
NCT05059262,1,from_previous_run
NCT00724152,1,from_previous_run
NCT03096444,0,from_previous_run
NCT00471848,1,from_previous_run
NCT01267994,1,from_previous_run
NCT02199028,1,from_previous_run
NCT00538616,1,from_previous_run
NCT02109484,1,from_previous_run
NCT03594175,0,from_previous_run
NCT00915343,1,from_previous_run
NCT00149838,1,from_previous_run
NCT03961308,1,from_previous_run
NCT03188692,1,from_previous_run
NCT00411619,1,from_previous_run
NCT00095498,0,from_previous_run
NCT00027846,1,from_previous_run
NCT01183390,0,from_previous_run
NCT01105312,1,from_previous_run
NCT03534180,1,from_previous_run
NCT02501265,1,from_previous_run
NCT01936467,0,from_previous_run
NCT01114503,1,from_previous_run
NCT03065179,1,from_previous_run
NCT01229228,1,from_previous_run
NCT02527707,1,from_previous_run
NCT01463098,-1,from_previous_run
NCT01745055,0,from_previous_run
NCT01590628,1,from_previous_run
NCT00732069,1,from_previous_run
NCT00834639,0,from_previous_run
NCT02796391,1,from_previous_run
NCT03710642,0,from_previous_run
NCT01118520,0,from_previous_run
NCT00406133,0,from_previous_run
NCT00287287,1,from_previous_run
NCT03055936,1,from_previous_run
NCT05028634,1,from_previous_run
NCT03289039,0,from_previous_run
NCT04128007,1,from_previous_run
NCT03484702,1,from_previous_run
NCT00884273,0,from_previous_run
NCT00153920,1,from_previous_run
NCT04058067,1,from_previous_run
NCT02097641,1,from_previous_run
NCT03147690,0,from_previous_run
NCT05393037,1,from_previous_run
NCT04599062,1,from_previous_run
NCT03437564,0,from_previous_run
NCT02502019,1,from_previous_run
NCT03645096,0,from_previous_run
NCT02554383,0,from_previous_run
NCT02781454,1,from_previous_run
NCT02952586,0,from_previous_run
NCT03588910,0,from_previous_run
NCT03059446,0,from_previous_run
NCT01064830,1,from_previous_run
NCT00811577,0,from_previous_run
NCT03095287,0,from_previous_run
NCT00932698,1,from_previous_run
NCT01905540,1,from_previous_run
NCT00476476,1,from_previous_run
NCT00832000,1,from_previous_run
NCT01630889,1,from_previous_run
NCT02927691,1,from_previous_run
NCT03987620,1,from_previous_run
NCT04539795,1,from_previous_run
NCT02330276,1,from_previous_run
NCT04409041,1,from_previous_run
NCT01360762,1,from_previous_run
NCT04055012,-1,from_previous_run
NCT01907087,1,from_previous_run
NCT01881737,1,from_previous_run
NCT00961350,1,from_previous_run
NCT00396019,1,from_previous_run
NCT00079417,1,from_previous_run
NCT00946920,1,from_previous_run
NCT01847001,1,from_previous_run
NCT01210352,1,from_previous_run
NCT01183884,1,from_previous_run
NCT04273217,1,from_previous_run
NCT00091273,1,from_previous_run
NCT02794441,1,from_previous_run
NCT00987480,1,from_previous_run
NCT02845336,0,from_previous_run
NCT02605967,1,from_previous_run
NCT04013672,1,from_previous_run
NCT03594227,1,from_previous_run
NCT03861338,1,from_previous_run
NCT04024501,1,from_previous_run
NCT03366844,1,from_previous_run
NCT00939484,1,from_previous_run
NCT03718065,1,from_previous_run
NCT03902574,1,from_previous_run
NCT01640288,1,from_previous_run
NCT02854527,0,from_previous_run
NCT01968070,1,from_previous_run
NCT01777763,1,from_previous_run
NCT02956382,1,from_previous_run
NCT01013649,0,from_previous_run
NCT01928394,1,from_previous_run
NCT00680992,1,from_previous_run
NCT05868382,1,from_previous_run
NCT03138889,1,from_previous_run
NCT00988325,1,from_previous_run
NCT03408899,1,from_previous_run
NCT04319380,1,from_previous_run
NCT00976495,0,from_previous_run
NCT00946023,-1,from_previous_run
NCT02601027,1,from_previous_run
NCT03230916,-1,from_previous_run
NCT00985517,1,from_previous_run
NCT01702233,0,from_previous_run
NCT03315039,1,from_previous_run
NCT04795531,0,from_previous_run
NCT03041324,1,from_previous_run
NCT01968135,1,from_previous_run
NCT02792829,-1,from_previous_run
NCT00980200,1,from_previous_run
NCT01929993,1,from_previous_run
NCT00906282,1,from_previous_run
NCT00855582,0,from_previous_run
NCT00645164,1,from_previous_run
NCT04117945,0,from_previous_run
NCT04962503,0,from_previous_run
NCT03652051,1,from_previous_run
NCT03015129,1,from_previous_run
NCT04328961,1,from_previous_run
NCT02509507,1,from_previous_run
NCT01290341,1,from_previous_run
NCT00857415,1,from_previous_run
NCT00730756,0,from_previous_run
NCT01905956,1,from_previous_run
NCT00853905,1,from_previous_run
NCT02664961,1,from_previous_run
NCT02250703,1,from_previous_run
NCT00742469,1,from_previous_run
NCT00911547,1,from_previous_run
NCT05543174,1,from_previous_run
NCT03316300,1,from_previous_run
NCT04460027,1,from_previous_run
NCT00879814,1,from_previous_run
NCT04373460,0,from_previous_run
NCT02692248,1,from_previous_run
NCT03841331,0,from_previous_run
NCT02903771,1,from_previous_run
NCT00890162,1,from_previous_run
NCT02570074,1,from_previous_run
NCT03486197,1,from_previous_run
NCT03461406,1,from_previous_run
NCT05276401,1,from_previous_run
NCT02273960,1,from_previous_run
NCT01517243,1,from_previous_run
NCT00368316,1,from_previous_run
NCT02698215,1,from_previous_run
NCT02725476,1,from_previous_run
NCT05085964,1,from_previous_run
NCT03622580,0,from_previous_run
NCT03525210,1,from_previous_run
NCT00289718,1,from_previous_run
NCT03189914,1,from_previous_run
NCT00941070,1,from_previous_run
NCT02956044,1,from_previous_run
NCT00781274,1,from_previous_run
NCT02717507,0,from_previous_run
NCT01072136,1,from_previous_run
NCT01605552,0,from_previous_run
NCT00960687,1,from_previous_run
NCT00255970,0,from_previous_run
NCT03073486,0,from_previous_run
NCT01321151,1,from_previous_run
NCT05472662,0,from_previous_run
NCT06390839,1,from_previous_run
NCT02865915,1,from_previous_run
NCT04026750,1,from_previous_run
NCT04779879,0,from_previous_run
NCT02720224,1,from_previous_run
NCT04035486,1,from_previous_run
NCT02227147,1,from_previous_run
NCT03613727,1,from_previous_run
NCT01096771,1,from_previous_run
NCT02100631,0,from_previous_run
NCT00924170,1,from_previous_run
NCT05218434,1,from_previous_run
NCT02497404,1,from_previous_run
NCT01791725,1,from_previous_run
NCT02948959,1,from_previous_run
NCT01231399,1,from_previous_run
NCT01088295,1,from_previous_run
NCT03841448,0,from_previous_run
NCT01853384,0,from_previous_run
NCT01093573,1,from_previous_run
NCT00765063,1,from_previous_run
NCT03483116,1,from_previous_run
NCT01934972,1,from_previous_run
NCT03336866,1,from_previous_run
NCT04022343,1,from_previous_run
NCT00768651,1,from_previous_run
NCT01587196,1,from_previous_run
NCT03628924,1,from_previous_run
NCT03486314,1,from_previous_run
NCT03873493,1,from_previous_run
NCT03268954,1,from_previous_run
NCT03979313,1,from_previous_run
NCT03328897,0,from_previous_run
NCT02416206,1,from_previous_run
NCT02254486,0,from_previous_run
NCT03487913,-1,from_previous_run
NCT04467424,1,from_previous_run
NCT03532490,1,from_previous_run
NCT00591006,0,from_previous_run
NCT00426842,1,from_previous_run
NCT03113409,-1,from_previous_run
NCT02761694,-1,from_previous_run
NCT01239316,1,from_previous_run
NCT00743444,1,from_previous_run
NCT03858686,1,from_previous_run
NCT03268811,1,from_previous_run
NCT04811573,1,from_previous_run
NCT04567316,1,from_previous_run
NCT03922711,1,from_previous_run
NCT03264131,1,from_previous_run
NCT01154673,0,from_previous_run
NCT00920426,0,from_previous_run
NCT00124020,1,from_previous_run
NCT02717442,0,from_previous_run
NCT00849667,0,from_previous_run
NCT02288247,1,from_previous_run
NCT03616899,1,from_previous_run
NCT04729621,0,from_previous_run
NCT02865850,1,from_previous_run
NCT01453140,1,from_previous_run
NCT01912456,1,from_previous_run
NCT01822678,1,from_previous_run
NCT04039919,1,from_previous_run
NCT02118714,1,from_previous_run
NCT00411398,1,from_previous_run
NCT03094052,1,from_previous_run
NCT00874549,1,from_previous_run
NCT00740792,1,from_previous_run
NCT05635461,1,from_previous_run
NCT00528840,1,from_previous_run
NCT00584480,1,from_previous_run
NCT04016077,0,from_previous_run
NCT00809757,0,from_previous_run
NCT04008069,1,from_previous_run
NCT00274846,1,from_previous_run
NCT05045144,1,from_previous_run
NCT00997984,0,from_previous_run
NCT04036838,1,from_previous_run
NCT04086121,1,from_previous_run
NCT01885689,1,from_previous_run
NCT02003144,1,from_previous_run
NCT04103814,0,from_previous_run
NCT02401347,1,from_previous_run
NCT00348348,1,from_previous_run
NCT03094286,1,from_previous_run
NCT00810576,1,from_previous_run
NCT01242176,0,from_previous_run
NCT02782468,1,from_previous_run
NCT03732820,1,from_previous_run
NCT00750815,1,from_previous_run
NCT01142089,1,from_previous_run
NCT04000009,0,from_previous_run
NCT02555228,1,from_previous_run
NCT00477230,1,from_previous_run
NCT02872012,1,from_previous_run
NCT01967628,1,from_previous_run
NCT03785756,1,from_previous_run
NCT03765502,1,from_previous_run
NCT00895622,1,from_previous_run
NCT05160168,1,from_previous_run
NCT02216071,1,from_previous_run
NCT00731055,1,from_previous_run
NCT00362609,1,from_previous_run
NCT02792192,0,from_previous_run
NCT00462462,1,from_previous_run
NCT03383146,-1,from_previous_run
NCT00258180,1,from_previous_run
NCT04940130,1,from_previous_run
NCT00194714,1,from_previous_run
NCT02484443,1,from_previous_run
NCT00999830,1,from_previous_run
NCT01398852,1,from_previous_run
NCT00977379,1,from_previous_run
NCT01563913,1,from_previous_run
NCT04848662,1,from_previous_run
NCT03197662,1,from_previous_run
NCT01800162,1,from_previous_run
NCT03530696,1,from_previous_run
NCT03072043,1,from_previous_run
NCT00997438,1,from_previous_run
NCT01270841,1,from_previous_run
NCT04866225,1,from_previous_run
NCT01428635,1,from_previous_run
NCT02798120,1,from_previous_run
NCT00993928,0,from_previous_run
NCT01733186,1,from_previous_run
NCT02689453,1,from_previous_run
NCT04341116,0,from_previous_run
NCT00382148,1,from_previous_run
NCT01837641,1,from_previous_run
NCT00946998,0,from_previous_run
NCT02074995,1,from_previous_run
NCT04049123,1,from_previous_run
NCT04788641,1,from_previous_run
NCT02578940,1,from_previous_run
NCT05138653,1,from_previous_run
NCT03228537,1,from_previous_run
NCT05266456,1,from_previous_run
NCT03417687,0,from_previous_run
NCT04656275,1,from_previous_run
NCT00994214,0,from_previous_run
NCT02169895,1,from_previous_run
NCT00506857,1,from_previous_run
NCT01846702,1,from_previous_run
NCT04867434,1,from_previous_run
NCT01614197,1,from_previous_run
NCT05492318,1,from_previous_run
NCT05084508,1,from_previous_run
NCT02908490,0,from_previous_run
NCT03006302,1,from_previous_run
NCT02065687,1,from_previous_run
NCT00833703,1,from_previous_run
NCT03296163,1,from_previous_run
NCT01621373,1,from_previous_run
NCT01974141,1,from_previous_run
NCT01246973,0,from_previous_run
NCT04363437,1,from_previous_run
NCT00745251,1,from_previous_run
NCT00123474,1,from_previous_run
NCT02152696,1,from_previous_run
NCT04154189,1,from_previous_run
NCT04540874,1,from_previous_run
NCT03648372,1,from_previous_run
NCT00830206,0,from_previous_run
NCT02532179,1,from_previous_run
NCT04537949,1,from_previous_run
NCT02873195,0,from_previous_run
NCT04693416,0,from_previous_run
NCT03395704,0,from_previous_run
NCT05180500,0,from_previous_run
NCT04171414,1,from_previous_run
NCT02013778,0,from_previous_run
NCT02954887,1,from_previous_run
NCT02445326,1,from_previous_run
NCT01501513,1,from_previous_run
NCT00844844,1,from_previous_run
NCT03386578,0,from_previous_run
NCT04791319,0,from_previous_run
NCT00319982,0,from_previous_run
NCT00510653,1,from_previous_run
NCT03640312,0,from_previous_run
NCT03370302,0,from_previous_run
NCT04179474,0,from_previous_run
NCT01018394,1,from_previous_run
NCT02071914,1,from_previous_run
NCT02055118,0,from_previous_run
NCT04624633,1,from_previous_run
NCT00283712,0,from_previous_run
NCT04153565,1,from_previous_run
NCT02527681,0,from_previous_run
NCT00912015,1,from_previous_run
NCT00003820,1,from_previous_run
NCT02218203,1,from_previous_run
NCT02264821,1,from_previous_run
NCT02898077,1,from_previous_run
NCT03822832,0,from_previous_run
NCT03199040,-1,from_previous_run
NCT00023595,0,from_previous_run
NCT00823979,1,from_previous_run
NCT04498182,0,from_previous_run
NCT00990938,1,from_previous_run
NCT03303339,1,from_previous_run
NCT03596164,1,from_previous_run
NCT01747551,0,from_previous_run
NCT02221882,1,from_previous_run
NCT03616964,0,from_previous_run
NCT02434770,1,from_previous_run
NCT00600743,1,from_previous_run
NCT01781637,1,from_previous_run
NCT03692871,1,from_previous_run
NCT03864614,1,from_previous_run
NCT00007475,1,from_previous_run
NCT00154375,1,from_previous_run
NCT01670110,1,from_previous_run
NCT03960866,0,from_previous_run
NCT01939301,1,from_previous_run
NCT02782741,0,from_previous_run
NCT01834651,1,from_previous_run
NCT00736840,0,from_previous_run
NCT01542034,1,from_previous_run
NCT00966641,1,from_previous_run
NCT04303559,0,from_previous_run
NCT00823095,1,from_previous_run
NCT03201965,1,from_previous_run
NCT03142451,1,from_previous_run
NCT00997204,1,from_previous_run
NCT04371666,0,from_previous_run
NCT00837486,1,from_previous_run
NCT03611608,1,from_previous_run
NCT00116805,1,from_previous_run
NCT03810105,1,from_previous_run
NCT00399568,1,from_previous_run
NCT00004259,0,from_previous_run
NCT00938041,0,from_previous_run
NCT00840411,0,from_previous_run
NCT00106106,1,from_previous_run
NCT01031446,1,from_previous_run
NCT03860207,-1,from_previous_run
NCT04403698,1,from_previous_run
NCT00375973,0,from_previous_run
NCT03982199,-1,from_previous_run
NCT01814072,0,from_previous_run
NCT00983528,1,from_previous_run
NCT03820726,1,from_previous_run
NCT02624778,0,from_previous_run
NCT01698918,1,from_previous_run
NCT01343043,1,from_previous_run
NCT04041440,1,from_previous_run
NCT00911443,1,from_previous_run
NCT02860039,1,from_previous_run
NCT00908232,1,from_previous_run
NCT01295944,1,from_previous_run
NCT04024813,1,from_previous_run
NCT00814489,1,from_previous_run
NCT00110617,1,from_previous_run
NCT04668274,1,from_previous_run
NCT02742766,-1,from_previous_run
NCT05052697,-1,from_previous_run
NCT02530294,0,from_previous_run
NCT03639948,1,from_previous_run
NCT00836901,0,from_previous_run
NCT01767688,1,from_previous_run
NCT00473265,1,from_previous_run
NCT02849704,0,from_previous_run
NCT04633226,1,from_previous_run
NCT02656017,0,from_previous_run
NCT04542330,1,from_previous_run
